ocel:eid,ocel:timestamp,ocel:activity,ocel:type:vacancies,ocel:type:managers,ocel:type:applicants,ocel:type:applications,ocel:type:recruiters,ocel:type:offers
1891,2019-07-03 14:22:59+00:00,assign recruiter,,,,['Application[770369]'],"['Dionne Hense', 'Jana Geisler', 'Ed Keane']",
1892,2019-07-03 14:30:00+00:00,submit application,['Vacancy[550053] - Manager'],,['Stephan Lemmens'],['Application[770392]'],,
1893,2019-07-03 14:37:41+00:00,check references,,,,['Application[770303]'],"['Ed Hense', 'Simon Geisler']",
1894,2019-07-03 14:39:39+00:00,first screening,,,,['Application[770369]'],['Dionne Hense'],
1895,2019-07-03 14:42:00+00:00,first screening,,,,['Application[770176]'],['Simon Kershaw'],
1896,2019-07-03 14:51:07+00:00,first screening,,,,['Application[770278]'],['Simon Kershaw'],
1897,2019-07-03 14:51:52+00:00,check references,,,,['Application[770242]'],"['Ed Keane', 'Simon Kershaw']",
1898,2019-07-03 15:03:42+00:00,invite for interview,['Vacancy[550018] - Programmer'],,['Andre Johnson'],['Application[770026]'],"['Simon Hense', 'Jana Meister']",
1899,2019-07-03 15:03:59+00:00,send rejection,,,['Stephan Weber'],['Application[770162]'],['Jana Kershaw'],
1900,2019-07-03 15:29:30+00:00,assign recruiter,,,,['Application[770373]'],"['Dionne Keane', 'Dionne Hense', 'Dionne Geisler']",
1901,2019-07-03 15:40:47+00:00,conduct interview,['Vacancy[550002] - Consultant'],['Bastian Nominacher'],['Ray Taylor'],['Application[770047]'],['Jana Keane'],
1902,2019-07-03 15:44:19+00:00,submit application,,,['Lisa Neumann'],['Application[770393]'],,
1903,2019-07-03 15:52:05+00:00,conduct interview,['Vacancy[550011] - Programmer'],['Miguel Milano'],['Detlef Jansen'],['Application[770193]'],['Jana Geisler'],
1904,2019-07-03 16:21:35+00:00,invite for interview,['Vacancy[550015] - Consultant'],,['Vanessa Pietersen'],['Application[770310]'],"['Dionne Kershaw', 'Dionne Meister']",
1905,2019-07-03 16:24:14+00:00,check references,,,,['Application[770129]'],"['Simon Meister', 'Jana Keane']",
1906,2019-07-03 16:50:49+00:00,assign recruiter,,,,['Application[770374]'],"['Dionne Kershaw', 'Jana Kershaw', 'Ed Meister']",
1907,2019-07-03 17:12:58+00:00,submit application,['Vacancy[550052] - Consultant'],,['Vanessa Taylor'],['Application[770394]'],,
1908,2019-07-03 17:46:59+00:00,assign recruiter,,,,['Application[770330]'],"['Simon Geisler', 'Dionne Hense', 'Ed Keane']",
1909,2019-07-03 18:10:01+00:00,conduct interview,['Vacancy[550001] - Manager'],['Vaishnavi Sashikanth'],['Dave Jansen'],['Application[770195]'],['Ed Geisler'],
1910,2019-07-03 18:18:33+00:00,conduct interview,['Vacancy[550016] - Manager'],['Alexander Rinke'],['Sue Weber'],['Application[770094]'],['Dionne Hense'],
1911,2019-07-03 18:53:08+00:00,first screening,,,,['Application[770307]'],['Dionne Meister'],
1912,2019-07-03 18:54:35+00:00,submit application,,,['Dave Neumann'],['Application[770395]'],,
1913,2019-07-03 20:46:17+00:00,consult manager,,['Vaishnavi Sashikanth'],,['Application[770116]'],['Dionne Meister'],
1914,2019-07-03 20:52:36+00:00,close vacancy for new applications,['Vacancy[550022] - Programmer'],,,,,
1915,2019-07-03 20:52:36+00:00,consult manager,,['Vaishnavi Sashikanth'],,['Application[770055]'],['Simon Keane'],
1916,2019-07-03 20:52:36+00:00,consult manager,,['Vaishnavi Sashikanth'],,['Application[770292]'],['Dionne Meister'],
1917,2019-07-03 20:52:36+00:00,consult manager,,['Vaishnavi Sashikanth'],,['Application[770327]'],['Ed Meister'],
1918,2019-07-03 21:17:50+00:00,submit application,,,['Detlef Neumann'],['Application[770396]'],,
1919,2019-07-04 04:58:56+00:00,submit application,,,['Vanessa Brown'],['Application[770397]'],,
1920,2019-07-04 06:42:59+00:00,send rejection,,,['Sonia Smith'],['Application[770124]'],['Jana Keane'],
1921,2019-07-04 06:56:07+00:00,assign vacancy,['Vacancy[550017] - Consultant'],,,['Application[770373]'],,
1922,2019-07-04 07:00:28+00:00,make job offer,['Vacancy[550019] - Manager'],['Vaishnavi Sashikanth'],['Stephan Taylor'],['Application[770001]'],['Dionne Keane'],['Offer[[990009]]']
1923,2019-07-04 07:23:51+00:00,open vacancy,['Vacancy[550066] - Consultant'],['Miguel Milano'],,,,
1924,2019-07-04 07:26:25+00:00,conduct interview,['Vacancy[550011] - Programmer'],['Miguel Milano'],['Dave Lopez'],['Application[770033]'],['Ed Meister'],
1925,2019-07-04 07:28:20+00:00,send rejection,,,['Mary Smith'],['Application[770258]'],['Jana Kershaw'],
1926,2019-07-04 07:31:47+00:00,first screening,,,,['Application[770255]'],['Simon Kershaw'],
1927,2019-07-04 07:33:38+00:00,send rejection,,,['Sue Wang'],['Application[770182]'],['Jana Meister'],
1928,2019-07-04 07:41:14+00:00,assign recruiter,,,,['Application[770396]'],"['Dionne Kershaw', 'Simon Keane', 'Jana Hense']",
1929,2019-07-04 07:45:50+00:00,first screening,,,,['Application[770364]'],['Ed Keane'],
1930,2019-07-04 08:07:10+00:00,submit application,,,['Ray Lopez'],['Application[770398]'],,
1931,2019-07-04 08:10:53+00:00,assign vacancy,['Vacancy[550023] - Consultant'],,,['Application[770325]'],,
1932,2019-07-04 08:29:48+00:00,send rejection,,,['Stephan Wagner'],['Application[770337]'],['Jana Geisler'],
1933,2019-07-04 08:51:29+00:00,submit application,,,['Vanessa Johnson'],['Application[770399]'],,
1934,2019-07-04 09:08:35+00:00,conduct interview,['Vacancy[550018] - Programmer'],['Ariel Bardin'],['Andre Johnson'],['Application[770026]'],['Ed Keane'],
1935,2019-07-04 09:15:48+00:00,check references,,,,['Application[770297]'],"['Ed Keane', 'Dionne Kershaw']",
1936,2019-07-04 09:16:00+00:00,assign vacancy,['Vacancy[550027] - Programmer'],,,['Application[770071]'],,
1937,2019-07-04 09:44:51+00:00,send rejection,,,['Dave Jansen'],['Application[770195]'],['Ed Geisler'],
1938,2019-07-04 09:51:12+00:00,invite for interview,['Vacancy[550020] - Consultant'],,['Sonia Pietersen'],['Application[770118]'],"['Dionne Meister', 'Ed Meister']",
1939,2019-07-04 10:00:08+00:00,check references,,,,['Application[770150]'],"['Jana Keane', 'Simon Kershaw']",
1940,2019-07-04 10:09:15+00:00,send rejection,,,['Lisa Lemmens'],['Application[770092]'],['Dionne Keane'],
1941,2019-07-04 10:27:18+00:00,submit application,['Vacancy[550065] - Manager'],,['Toon Smith'],['Application[770400]'],,
1942,2019-07-04 10:43:09+00:00,assign vacancy,['Vacancy[550013] - Manager'],,,['Application[770374]'],,
1943,2019-07-04 10:51:21+00:00,assign recruiter,,,,['Application[770363]'],"['Ed Kershaw', 'Dionne Hense', 'Jana Meister']",
1944,2019-07-04 10:56:20+00:00,send rejection,,,['Johan Schmidt'],['Application[770130]'],['Ed Keane'],
1945,2019-07-04 11:08:24+00:00,assign vacancy,['Vacancy[550007] - Consultant'],,,['Application[770396]'],,
1946,2019-07-04 11:38:56+00:00,submit application,,,['Stephan Wagner'],['Application[770401]'],,
1947,2019-07-04 12:12:47+00:00,offer accepted and hired,['Vacancy[550019] - Manager'],,['Chun Jansen'],['Application[770078]'],['Dionne Kershaw'],['Offer[[990004]]']
1948,2019-07-04 12:22:49+00:00,first screening,,,,['Application[770200]'],['Jana Kershaw'],
1949,2019-07-04 12:43:17+00:00,assign vacancy,['Vacancy[550026] - Programmer'],,,['Application[770359]'],,
1950,2019-07-04 12:52:33+00:00,check references,,,,['Application[770312]'],"['Simon Geisler', 'Jana Kershaw']",
1951,2019-07-04 13:00:53+00:00,check references,,,,['Application[770347]'],"['Ed Meister', 'Jana Kershaw']",
1952,2019-07-04 13:01:08+00:00,first screening,,,,['Application[770202]'],['Jana Geisler'],
1953,2019-07-04 13:02:11+00:00,submit application,['Vacancy[550060] - Consultant'],,['Sue Brown'],['Application[770402]'],,
1954,2019-07-04 13:03:06+00:00,consult manager,,['Alexander Rinke'],,['Application[770242]'],['Simon Hense'],
1955,2019-07-04 13:03:51+00:00,close vacancy for new applications,['Vacancy[550023] - Consultant'],,,,,
1956,2019-07-04 13:03:51+00:00,consult manager,,['Vaishnavi Sashikanth'],,['Application[770306]'],['Ed Geisler'],
1957,2019-07-04 13:03:51+00:00,consult manager,,['Vaishnavi Sashikanth'],,['Application[770257]'],['Dionne Keane'],
1958,2019-07-04 13:03:51+00:00,consult manager,,['Vaishnavi Sashikanth'],,['Application[770178]'],['Simon Geisler'],
1959,2019-07-04 13:03:51+00:00,consult manager,,['Vaishnavi Sashikanth'],,['Application[770043]'],['Jana Geisler'],
1960,2019-07-04 13:03:51+00:00,consult manager,,['Vaishnavi Sashikanth'],,['Application[770226]'],['Dionne Hense'],
1961,2019-07-04 13:06:05+00:00,invite for interview,['Vacancy[550020] - Consultant'],,['Johan Jansen'],['Application[770276]'],"['Jana Meister', 'Dionne Meister']",
1962,2019-07-04 13:25:52+00:00,check references,,,,['Application[770194]'],"['Dionne Meister', 'Jana Kershaw']",
1963,2019-07-04 13:33:46+00:00,send rejection,,,['Johan Davis'],['Application[770331]'],['Simon Hense'],
1964,2019-07-04 13:36:49+00:00,make job offer,['Vacancy[550016] - Manager'],['Alexander Rinke'],['Detlef Davis'],['Application[770173]'],['Dionne Kershaw'],['Offer[[990010]]']
1965,2019-07-04 13:46:31+00:00,submit application,['Vacancy[550065] - Manager'],,['Toon Lopez'],['Application[770403]'],,
1966,2019-07-04 13:52:34+00:00,assign recruiter,,,,['Application[770403]'],"['Ed Meister', 'Jana Kershaw', 'Ed Keane']",
1967,2019-07-04 13:58:32+00:00,consult manager,,['Martin Klenk'],,['Application[770064]'],['Simon Geisler'],
1968,2019-07-04 14:12:17+00:00,check references,,,,['Application[770277]'],"['Dionne Hense', 'Ed Kershaw']",
1969,2019-07-04 14:12:36+00:00,send rejection,,,['Pete Wang'],['Application[770211]'],['Dionne Hense'],
1970,2019-07-04 14:25:13+00:00,send rejection,,,['Ray Taylor'],['Application[770047]'],['Jana Keane'],
1971,2019-07-04 14:26:39+00:00,open vacancy,['Vacancy[550067] - Manager'],['Martin Klenk'],,,,
1972,2019-07-04 15:11:28+00:00,first screening,,,,['Application[770330]'],['Simon Geisler'],
1973,2019-07-04 15:17:22+00:00,submit application,['Vacancy[550043] - Consultant'],,['Lisa Li'],['Application[770404]'],,
1974,2019-07-04 15:32:37+00:00,send rejection,,,['Vanessa Wang'],['Application[770230]'],['Jana Geisler'],
1975,2019-07-04 16:04:45+00:00,first screening,,,,['Application[770247]'],['Jana Kershaw'],
1976,2019-07-04 16:19:03+00:00,submit application,['Vacancy[550047] - Consultant'],,['Dave Jansen'],['Application[770405]'],,
1977,2019-07-04 16:27:19+00:00,send rejection,,,['Detlef Jansen'],['Application[770193]'],['Jana Geisler'],
1978,2019-07-04 16:29:40+00:00,assign recruiter,,,,['Application[770394]'],"['Dionne Kershaw', 'Dionne Hense', 'Simon Hense']",
1979,2019-07-04 16:31:59+00:00,consult manager,,['Vaishnavi Sashikanth'],,['Application[770272]'],['Simon Kershaw'],
1980,2019-07-04 17:25:49+00:00,submit application,['Vacancy[550050] - Manager'],,['Pete Wang'],['Application[770406]'],,
1981,2019-07-04 19:20:17+00:00,submit application,['Vacancy[550029] - Consultant'],,['Jorge Taylor'],['Application[770407]'],,
1982,2019-07-04 21:09:13+00:00,submit application,,,['Pete Neumann'],['Application[770408]'],,
1983,2019-07-05 04:11:51+00:00,close vacancy for new applications,['Vacancy[550024] - Consultant'],,,,,
1984,2019-07-05 04:11:51+00:00,consult manager,,['Martin Klenk'],,['Application[770212]'],['Ed Geisler'],
1985,2019-07-05 04:11:51+00:00,consult manager,,['Martin Klenk'],,['Application[770268]'],['Simon Geisler'],
1986,2019-07-05 04:11:51+00:00,consult manager,,['Martin Klenk'],,['Application[770238]'],['Ed Hense'],
1987,2019-07-05 04:11:51+00:00,consult manager,,['Martin Klenk'],,['Application[770164]'],['Ed Geisler'],
1988,2019-07-05 04:41:43+00:00,submit application,['Vacancy[550031] - Programmer'],,['Sue Wang'],['Application[770409]'],,
1989,2019-07-05 06:32:36+00:00,assign recruiter,,,,['Application[770392]'],"['Ed Hense', 'Jana Geisler', 'Dionne Geisler']",
1990,2019-07-05 06:38:50+00:00,assign recruiter,,,,['Application[770362]'],"['Jana Kershaw', 'Jana Hense', 'Ed Meister']",
1991,2019-07-05 06:48:04+00:00,assign recruiter,,,,['Application[770400]'],"['Jana Geisler', 'Simon Geisler', 'Jana Hense']",
1992,2019-07-05 07:09:24+00:00,conduct interview,['Vacancy[550001] - Manager'],['Vaishnavi Sashikanth'],['Toon Wang'],['Application[770051]'],['Dionne Kershaw'],
1993,2019-07-05 07:14:05+00:00,send rejection,,,['Mary Brown'],['Application[770368]'],['Ed Meister'],
1994,2019-07-05 07:15:39+00:00,send rejection,,,['Toon Wang'],['Application[770051]'],['Dionne Kershaw'],
1995,2019-07-05 07:24:21+00:00,assign recruiter,,,,['Application[770383]'],"['Dionne Keane', 'Jana Keane', 'Simon Meister']",
1996,2019-07-05 07:29:59+00:00,assign recruiter,,,,['Application[770372]'],"['Ed Keane', 'Dionne Meister', 'Ed Geisler']",
1997,2019-07-05 07:41:24+00:00,invite for interview,['Vacancy[550017] - Consultant'],,['Mary Jones'],['Application[770123]'],"['Ed Keane', 'Simon Meister']",
1998,2019-07-05 07:48:13+00:00,submit application,,,['Vanessa Smith'],['Application[770410]'],,
1999,2019-07-05 07:53:28+00:00,assign recruiter,,,,['Application[770406]'],"['Simon Meister', 'Simon Hense', 'Simon Kershaw']",
2000,2019-07-05 07:56:15+00:00,invite for interview,['Vacancy[550022] - Programmer'],,['Mary Taylor'],['Application[770055]'],"['Simon Hense', 'Jana Geisler']",
2001,2019-07-05 08:06:17+00:00,send rejection,,,['Sonia Zimmermann'],['Application[770052]'],['Simon Meister'],
2002,2019-07-05 08:08:15+00:00,open vacancy,['Vacancy[550068] - Consultant'],['Miguel Milano'],,,,
2003,2019-07-05 08:18:03+00:00,invite for interview,['Vacancy[550017] - Consultant'],,['Mary Pietersen'],['Application[770143]'],"['Ed Hense', 'Ed Geisler']",
2004,2019-07-05 08:32:13+00:00,check references,,,,['Application[770289]'],"['Simon Keane', 'Ed Kershaw']",
2005,2019-07-05 08:32:19+00:00,send rejection,,,['Angela Taylor'],['Application[770253]'],['Dionne Kershaw'],
2006,2019-07-05 08:39:48+00:00,invite for interview,['Vacancy[550023] - Consultant'],,['Pete Schmidt'],['Application[770257]'],"['Simon Geisler', 'Jana Meister']",
2007,2019-07-05 09:11:47+00:00,send rejection,,,['Andre Pietersen'],['Application[770330]'],['Simon Geisler'],
2008,2019-07-05 09:20:46+00:00,submit application,,,['Andre Park'],['Application[770411]'],,
2009,2019-07-05 09:33:08+00:00,conduct interview,['Vacancy[550018] - Programmer'],['Ariel Bardin'],['Sonia Lemmens'],['Application[770115]'],['Dionne Meister'],
2010,2019-07-05 10:11:56+00:00,conduct interview,['Vacancy[550015] - Consultant'],['Ariel Bardin'],['Vanessa Pietersen'],['Application[770310]'],['Ed Meister'],
2011,2019-07-05 10:14:15+00:00,check references,,,,['Application[770364]'],"['Jana Keane', 'Ed Meister']",
2012,2019-07-05 10:24:55+00:00,first screening,,,,['Application[770394]'],['Dionne Kershaw'],
2013,2019-07-05 10:25:51+00:00,submit application,['Vacancy[550068] - Consultant'],,['Sonia Zimmermann'],['Application[770412]'],,
2014,2019-07-05 10:25:56+00:00,send rejection,,,['Vanessa Pietersen'],['Application[770310]'],['Ed Meister'],
2015,2019-07-05 11:20:21+00:00,first screening,,,,['Application[770383]'],['Dionne Keane'],
2016,2019-07-05 11:35:04+00:00,send rejection,,,['Stephan Jansen'],['Application[770202]'],['Jana Geisler'],
2017,2019-07-05 11:36:02+00:00,submit application,,,['Stephan Jansen'],['Application[770413]'],,
2018,2019-07-05 12:03:53+00:00,conduct interview,['Vacancy[550018] - Programmer'],['Ariel Bardin'],['Jorge Jansen'],['Application[770208]'],['Simon Keane'],
2019,2019-07-05 12:13:50+00:00,first screening,,,,['Application[770359]'],['Ed Keane'],
2020,2019-07-05 12:30:30+00:00,conduct interview,['Vacancy[550017] - Consultant'],['Martin Klenk'],['Mary Jones'],['Application[770123]'],['Jana Meister'],
2021,2019-07-05 12:43:14+00:00,conduct interview,['Vacancy[550005] - Programmer'],['Martin Klenk'],['Toon Wagner'],['Application[770185]'],['Jana Keane'],
2022,2019-07-05 12:44:03+00:00,assign recruiter,,,,['Application[770401]'],"['Simon Keane', 'Dionne Meister', 'Jana Kershaw']",
2023,2019-07-05 12:45:05+00:00,assign recruiter,,,,['Application[770285]'],"['Dionne Keane', 'Dionne Meister', 'Jana Meister']",
2024,2019-07-05 12:56:24+00:00,submit application,['Vacancy[550029] - Consultant'],,['Mary Davis'],['Application[770414]'],,
2025,2019-07-05 13:09:59+00:00,close vacancy for new applications,['Vacancy[550025] - Programmer'],,,,,
2026,2019-07-05 13:09:59+00:00,consult manager,,['Miguel Milano'],,['Application[770311]'],['Simon Geisler'],
2027,2019-07-05 13:09:59+00:00,consult manager,,['Miguel Milano'],,['Application[770159]'],['Dionne Kershaw'],
2028,2019-07-05 13:12:20+00:00,first screening,,,,['Application[770403]'],['Ed Meister'],
2029,2019-07-05 13:34:56+00:00,assign recruiter,,,,['Application[770386]'],"['Simon Keane', 'Dionne Hense', 'Dionne Geisler']",
2030,2019-07-05 13:44:51+00:00,first screening,,,,['Application[770071]'],['Dionne Keane'],
2031,2019-07-05 13:56:13+00:00,check references,,,,['Application[770319]'],"['Dionne Hense', 'Dionne Keane']",
2032,2019-07-05 13:56:14+00:00,check references,,,,['Application[770255]'],"['Ed Kershaw', 'Simon Meister']",
2033,2019-07-05 14:35:13+00:00,first screening,,,,['Application[770339]'],['Jana Kershaw'],
2034,2019-07-05 14:37:07+00:00,submit application,['Vacancy[550030] - Programmer'],,['Vanessa Wang'],['Application[770415]'],,
2035,2019-07-05 14:55:27+00:00,open vacancy,['Vacancy[550069] - Manager'],['Ariel Bardin'],,,,
2036,2019-07-05 15:09:29+00:00,first screening,,,,['Application[770325]'],['Simon Keane'],
2037,2019-07-05 15:23:00+00:00,check references,,,,['Application[770299]'],"['Ed Kershaw', 'Dionne Keane']",
2038,2019-07-05 15:37:58+00:00,consult manager,,['Miguel Milano'],,['Application[770289]'],['Simon Geisler'],
2039,2019-07-05 15:38:40+00:00,check references,,,,['Application[770305]'],"['Simon Meister', 'Simon Hense']",
2040,2019-07-05 15:58:34+00:00,submit application,['Vacancy[550028] - Manager'],,['Jorge Weber'],['Application[770416]'],,
2041,2019-07-05 16:10:24+00:00,check references,,,,['Application[770282]'],"['Ed Meister', 'Simon Keane']",
2042,2019-07-05 16:23:05+00:00,assign vacancy,['Vacancy[550042] - Programmer'],,,['Application[770401]'],,
2043,2019-07-05 16:57:43+00:00,job offer declined,['Vacancy[550016] - Manager'],,['Detlef Davis'],['Application[770173]'],['Dionne Kershaw'],['Offer[[990010]]']
2044,2019-07-05 17:17:53+00:00,check references,,,,['Application[770361]'],"['Dionne Kershaw', 'Simon Kershaw']",
2045,2019-07-05 17:24:08+00:00,conduct interview,['Vacancy[550001] - Manager'],['Vaishnavi Sashikanth'],['Ray Wang'],['Application[770067]'],['Simon Meister'],
2046,2019-07-05 17:41:15+00:00,assign vacancy,['Vacancy[550028] - Manager'],,,['Application[770285]'],,
